name,price,review_score,review_title,number_of_reviews,star_rating,kms_from_centre,location_score,room_type,bed_type,breakfast_included,free_cancellation,prepayment_needed,time_to_travel,length_of_stay,snapshot_date
Da Vinci Hotel,US$493,7.4,Good,1467,3.0,,9.4,Standard Queen Room,1 large double bed,False,True,False,23,4,2025-02-02
Riverside Tower Hotel,US$629,8.5,Very good,2267,2.0,1.9,,River View Double,1 double bed,False,True,False,23,4,2025-02-02
Little Charlie Hotel,US$621,8.4,Very good,551,4.0,2.0,,Deluxe Double Room,1 double bed,True,True,False,23,4,2025-02-02
The Chelsean New York,US$589,7.0,Good,2729,3.0,2.8,,"Guest Room, 1 King",1 extra-large double bed,False,True,True,23,4,2025-02-02
The Herald by LuxUrban,US$629,7.7,Good,8944,3.0,2.0,9.6,Deluxe King Room - Non-Smoking,1 extra-large double bed,False,False,True,23,4,2025-02-02
Romer Hell's Kitchen,"US$1,044",8.6,Fabulous,2423,4.0,0.6,9.5,Deluxe King,1 extra-large double bed,False,True,False,23,4,2025-02-02
Doubletree By Hilton New York Times Square West,US$683,6.8,Review score,11271,4.0,1.6,,One King Bed Hearing Accessible,1 extra-large double bed,False,False,True,23,4,2025-02-02
La Quinta by Wyndham Time Square South,US$722,8.5,Very good,4315,3.0,1.7,9.3,King Room - Non-Smoking,1 extra-large double bed,True,True,False,23,4,2025-02-02
"The New Yorker, A Wyndham Hotel",US$642,7.7,Good,15625,4.0,2.0,9.4,Standard Queen Room,1 large double bed,False,True,True,23,4,2025-02-02
Freehand New York,US$698,8.0,Very good,2236,4.0,3.1,,Three's Company,"2 beds (1 bunk bed, 1 large double)",False,True,True,23,4,2025-02-02
Cambria Hotel New York - Chelsea,US$894,7.9,Good,4004,4.0,2.5,,Queen Room with Two Queen Beds,2 large double beds,False,True,False,23,4,2025-02-02
Hotel St. James,US$653,8.1,Very good,3207,2.0,1.2,9.7,One Full Bed Room,1 double bed,False,False,True,23,4,2025-02-02
The Gotham Hotel,"US$1,038",8.5,Very good,1709,4.0,1.4,9.5,Metro king,1 extra-large double bed,False,False,True,23,4,2025-02-02
Hotel Hayden New York,US$714,7.1,Good,3146,4.0,2.5,,Superior King Room,1 extra-large double bed,False,True,False,23,4,2025-02-02
Hilton Garden Inn New York Manhattan Midtown East,US$681,7.4,Good,1364,3.0,1.6,,King Room,1 extra-large double bed,False,False,True,23,4,2025-02-02
Chambers powered by Sonder,"US$1,080",8.1,Very good,685,4.0,0.8,9.6,Queen Room,1 large double bed,False,False,True,23,4,2025-02-02
Riu Plaza New York Times Square,US$975,8.5,Very good,7237,4.0,1.0,9.5,Deluxe Queen Room,1 large double bed,True,False,True,23,4,2025-02-02
CIVILIAN Hotel,US$837,8.6,Fabulous,4735,4.0,0.9,9.6,Double Room,1 large double bed,False,True,True,23,4,2025-02-02
Grayson Hotel,"US$1,422",8.5,Very good,1053,4.0,1.8,9.5,King Room - High Floor,1 extra-large double bed,False,True,False,23,4,2025-02-02
Home2 Suites By Hilton New York Times Square,US$845,7.7,Good,1213,3.0,1.0,9.5,Queen Studio Suite,1 large double bed,True,True,False,23,4,2025-02-02
SpringHill Suites by Marriott New York Manhattan/Times Square South,US$845,8.2,Very good,7736,4.0,1.9,,Queen Room - Non-Smoking,1 large double bed,True,True,False,23,4,2025-02-02
The Manhattan Club,US$976,8.2,Very good,4220,4.0,,9.6,Executive Junior Suite,Private suite,False,False,True,23,4,2025-02-02
Henn na Hotel New York,US$895,8.6,Fabulous,3295,4.0,1.9,9.5,Handicap Accessible Room,1 extra-large double bed,False,True,False,23,4,2025-02-02
DoubleTree by Hilton New York Downtown,US$634,7.5,Good,3932,4.0,7.6,,King Room,1 extra-large double bed,False,False,True,23,4,2025-02-02
"Holiday Inn Express - Times Square South, an IHG Hotel",US$732,8.2,Very good,2977,3.0,2.0,9.6,Standard King Room,1 extra-large double bed,True,False,True,23,4,2025-02-02
The Belvedere Hotel,US$628,7.9,Good,5919,3.0,0.9,9.4,Standard King Room,1 extra-large double bed,False,True,True,23,4,2025-02-02
Best Western Premier Herald Square,US$560,7.8,Good,675,3.0,2.0,,King Room - Non-Smoking,1 extra-large double bed,False,False,True,23,4,2025-02-02
Pod Times Square,US$659,8.2,Very good,23069,3.0,1.4,9.4,Queen Pod,1 large double bed,False,True,False,23,4,2025-02-02
"The Cloud One New York-Downtown, by the Motel One Group",US$675,8.6,Fabulous,6371,4.0,7.0,9.4,Standard King Room,1 extra-large double bed,False,True,False,23,4,2025-02-02
Hudson Yards Hotel,US$561,6.0,Review score,205,3.0,1.5,,Superior Queen Room,1 large double bed,False,True,False,23,4,2025-02-02
Hilton Garden Inn West 35th Street,US$714,8.2,Very good,3056,3.0,2.0,9.5,King Room,1 extra-large double bed,False,False,True,23,4,2025-02-02
M Social Hotel Times Square New York,"US$1,058",8.4,Very good,11794,4.0,0.6,9.6,Social City View King,1 extra-large double bed,False,False,True,23,4,2025-02-02
Hilton Garden Inn New York Times Square South,US$722,8.2,Very good,4032,3.0,1.8,,King Room with Roll-In Shower - Mobility/Hearing Accessible,1 extra-large double bed,False,False,True,23,4,2025-02-02
Leon Hotel LES,US$659,8.0,Very good,2563,3.0,5.9,,Deluxe King Room,1 extra-large double bed,False,True,False,23,4,2025-02-02
Hilton Garden Inn NYC Financial Center/Manhattan Downtown,US$629,8.3,Very good,5045,3.0,7.7,,King Room,1 extra-large double bed,False,False,True,23,4,2025-02-02
Aura Hotel Times Square Newly Renovated,US$740,7.6,Good,447,4.0,1.3,9.3,Standard Full,1 single bed,False,False,True,23,4,2025-02-02
citizenM New York Bowery,US$951,8.7,Fabulous,3312,4.0,5.4,,King Room,1 extra-large double bed,False,True,True,23,4,2025-02-02
TownePlace Suites by Marriott New York Manhattan/Chelsea,US$827,8.2,Very good,7525,4.0,2.5,9.4,King Studio,Entire studio•1 bathroom•19m²,True,True,True,23,4,2025-02-02
Executive Hotel Le Soleil New York,"US$1,086",8.6,Fabulous,4532,4.0,2.0,9.5,Executive Queen Room,1 large double bed,False,True,True,23,4,2025-02-02
Pod 51,US$516,7.9,Good,11275,3.0,1.7,9.3,Standard Bunk Bed Room with Shared Bathroom,2 single beds,False,True,False,23,4,2025-02-02
SoHo 54,US$550,7.6,Good,3959,3.0,5.3,,SoHo King,1 extra-large double bed,False,True,False,23,4,2025-02-02
Life Hotel New York,US$797,8.0,Very good,801,4.0,2.4,9.4,Standard King Room,1 extra-large double bed,False,True,True,23,4,2025-02-02
Courtyard New York Downtown Manhattan/Financial District,US$624,7.7,Good,2167,3.0,7.1,,"Guest room, 1 King, City view",1 extra-large double bed,False,True,False,23,4,2025-02-02
DoubleTree by Hilton Hotel New York City - Chelsea,US$682,7.1,Good,3603,4.0,2.5,,King Room - Non-Smoking,1 extra-large double bed,False,True,False,23,4,2025-02-02
"Holiday Inn New York City - Times Square, an IHG Hotel",US$683,7.8,Good,1934,3.0,1.6,,King Room with Accessible Roll in Shower - Non-Smoking,1 large double bed,False,False,True,23,4,2025-02-02
Courtyard by Marriott New York Manhattan/Central Park,"US$1,104",8.2,Very good,5517,4.0,,9.5,King or Queen Room with City View,1 large double bed,False,True,False,23,4,2025-02-02
citizenM New York Times Square,US$961,8.7,Fabulous,3998,4.0,0.8,9.6,King Room,1 extra-large double bed,False,True,True,23,4,2025-02-02
TownePlace Suites by Marriott New York Manhattan/Times Square,US$818,8.4,Very good,1667,3.0,1.2,9.6,Queen Studio,Entire studio•1 bathroom•1 kitchen•25m²,True,False,True,23,4,2025-02-02
LUMA Hotel - Times Square,"US$1,224",8.9,Fabulous,4175,4.0,1.5,9.7,Urban Room With Two Queen Beds,2 large double beds,False,True,False,23,4,2025-02-02
The Hotel at Fifth Avenue,US$662,7.9,Good,3636,3.0,2.3,9.4,Queen Room - Non-Smoking,1 large double bed,False,True,True,23,4,2025-02-02
Hyatt Place New York Chelsea,US$911,7.9,Good,17999,4.0,2.8,,King Room,1 extra-large double bed,True,True,False,23,4,2025-02-02
"Hotel Indigo NYC Financial District, an IHG Hotel",US$813,8.8,Fabulous,1540,3.0,7.2,9.5,Standard King Room,1 extra-large double bed,False,False,True,23,4,2025-02-02
Four Points by Sheraton Manhattan SoHo Village,US$664,7.9,Good,890,3.0,5.0,,"Guest Room, 1 King",1 extra-large double bed,False,True,False,23,4,2025-02-02
BeHome by LuxUrban,US$579,6.5,Review score,1364,3.0,1.0,9.3,Queen Room - Non-Smoking,1 large double bed,False,False,True,23,4,2025-02-02
Hampton Inn Times Square Central,US$852,8.3,Very good,2828,3.0,1.5,9.5,King Room - Non-Smoking,1 extra-large double bed,True,True,False,23,4,2025-02-02
Royalton New York,US$952,7.5,Good,3093,4.0,1.4,9.4,Standard Queen Room,1 large double bed,False,True,True,23,4,2025-02-02
"U Hotel Fifth Avenue, Empire State Building",US$670,7.9,Good,3406,3.0,2.1,9.5,King Room,1 extra-large double bed,False,False,True,23,4,2025-02-02
Fairfield Inn & Suites by Marriott New York Manhattan/Chelsea,US$772,8.0,Very good,1042,3.0,2.6,,King Room,1 extra-large double bed,True,True,False,23,4,2025-02-02
"The Historic Blue Angel Hotel Lexington Ave, Ascend Hotel Collection",US$691,8.7,Fabulous,1175,3.0,1.5,9.5,Queen Room - Non-Smoking,1 large double bed,False,True,False,23,4,2025-02-02
17John,US$985,8.7,Fabulous,209,,6.8,,King Studio,Entire studio•1 bathroom•32m²,False,True,True,23,4,2025-02-02
Pod 39,US$703,8.3,Very good,12815,3.0,2.1,9.5,Queen Room,1 large double bed,False,True,False,23,4,2025-02-02
"Kimpton Theta New York - Times Square, an IHG Hotel",US$978,8.1,Very good,1490,5.0,0.9,,Premium King Room - High Floor,1 extra-large double bed,False,True,False,23,4,2025-02-02
Ink 48 Hotel,US$846,7.5,Good,2557,4.0,1.2,,King Room,1 extra-large double bed,False,True,True,23,4,2025-02-02
Hotel Edison Times Square,US$877,7.7,Good,13406,4.0,1.0,9.4,Signature 1 King Bed,1 extra-large double bed,True,True,False,23,4,2025-02-02
Millennium Hotel Broadway Times Square,US$961,7.4,Good,7887,4.0,1.3,9.4,Queen Room with Bath Tub - Hearing/Mobility Accessible,1 large double bed,False,True,False,23,4,2025-02-02
Best Western Premier Empire State Hotel,US$690,8.5,Very good,1499,3.0,2.5,9.3,King Room - Non-Smoking,1 extra-large double bed,False,False,True,23,4,2025-02-02
"Club Quarters Hotel Grand Central, New York",US$796,8.3,Very good,4786,4.0,1.8,9.4,Small Queen Room,1 large double bed,False,False,True,23,4,2025-02-02
Delta Hotels by Marriott New York Times Square,US$814,7.8,Good,4182,4.0,1.6,,King Room,1 extra-large double bed,False,False,True,23,4,2025-02-02
Hotel 57 by LuxUrban,US$692,7.0,Good,5033,4.0,1.3,,Double Room - Non-Smoking,1 double bed,False,False,True,23,4,2025-02-02
"Club Quarters Hotel World Trade Center, New York",US$628,8.3,Very good,4088,4.0,7.0,9.4,Mobility Accessible Standard Room,1 large double bed,False,False,True,23,4,2025-02-02
Hampton Inn Manhattan-35th St Empire State Bldg,US$795,8.2,Very good,6702,3.0,2.0,9.6,King Room - Non-Smoking,1 extra-large double bed,True,True,False,23,4,2025-02-02
NoMo SoHo,"US$1,070",7.7,Good,1408,4.0,5.6,,Classic Queen,1 large double bed,False,False,True,23,4,2025-02-02
Aloft New York Chelsea,US$784,8.3,Very good,158,4.0,2.5,,King Room,1 extra-large double bed,False,False,True,23,4,2025-02-02
The FIDI Hotel,US$713,8.1,Very good,1459,4.0,7.6,,Standard Full,1 double bed,False,True,False,23,4,2025-02-02
W New York - Times Square,"US$1,292",7.9,Good,1372,4.0,1.0,9.3,"Wonderful Guest room, 1 King, City view",1 extra-large double bed,False,True,False,23,4,2025-02-02
The Flat NYC,US$593,7.9,Good,2433,3.0,2.9,9.5,Queen Room with Shared Bathroom,1 large double bed,False,True,True,23,4,2025-02-02
"Holiday Inn Express New York City Chelsea, an IHG Hotel",US$758,7.8,Good,3630,3.0,2.4,,Standard King Room with Mobility Accessible Roll-In Shower,1 extra-large double bed,True,True,False,23,4,2025-02-02
UNTITLED at 3 Freeman Alley,US$989,8.4,Very good,565,4.0,5.2,,Studio Queen,1 large double bed,True,True,True,23,4,2025-02-02
Wingate by Wyndham New York Midtown South/5th Ave,US$798,8.4,Very good,2387,3.0,1.9,9.5,King Room - Non-Smoking,1 extra-large double bed,True,False,True,23,4,2025-02-02
"Holiday Inn Manhattan 6th Ave - Chelsea, an IHG Hotel",US$553,7.6,Good,3045,4.0,2.7,,Standard Queen Room with Communications Accessible Roll-In Shower,1 large double bed,False,False,True,23,4,2025-02-02
DoubleTree by Hilton New York Times Square South,US$727,8.2,Very good,6583,4.0,1.8,,King Room,1 extra-large double bed,False,False,True,23,4,2025-02-02
Hotel Stanford,US$761,7.9,Good,134,3.0,2.3,9.5,Deluxe Double Room,1 double bed,True,False,True,23,4,2025-02-02
Margaritaville Resort Times Square,US$833,8.5,Very good,3914,4.0,1.5,9.5,Standard Room one queen Bed,1 large double bed,False,True,True,23,4,2025-02-02
Moxy NYC Lower East Side,"US$1,077",8.0,Very good,1241,4.0,5.6,,King Room  - No View,1 extra-large double bed,True,False,True,23,4,2025-02-02
Lex Hotel NYC,US$688,8.2,Very good,1531,3.0,3.0,,Cozy Queen Room,1 large double bed,False,True,True,23,4,2025-02-02
TRYP by Wyndham New York City Times Square - Midtown,US$743,7.4,Good,2719,4.0,1.9,,Queen Room,1 large double bed,False,True,False,23,4,2025-02-02
Four Points by Sheraton New York Downtown,US$836,7.8,Good,1988,3.0,7.0,,"Guest room, 2 Double",2 double beds,False,True,False,23,4,2025-02-02
"EVEN Hotel New York - Midtown East, an IHG Hotel",US$888,8.1,Very good,1309,4.0,2.0,9.3,Standard King Room,1 extra-large double bed,False,False,True,23,4,2025-02-02
"Hotel Shocard Broadway, Times Square",US$548,7.0,Good,2758,3.0,1.5,9.3,Queen Room,1 large double bed,False,True,True,23,4,2025-02-02
Sixty LES,"US$1,178",7.7,Good,848,4.0,5.2,,Queen Studio,1 large double bed,False,True,False,23,4,2025-02-02
The Chelsean New York,US$901,7.0,Good,2729,3.0,,,Double Room - Disability Access,2 double beds,False,True,True,23,5,2025-02-02
Archer Hotel New York,"US$1,592",8.8,Fabulous,1027,4.0,,9.5,Classic Queen Mobility- and Hearing-Accessible Guest Room With Roll-In Shower,1 large double bed,False,True,False,23,5,2025-02-02
The Washington by LuxUrban,US$839,7.7,Good,9443,4.0,,9.4,King Room - Non-Smoking,1 extra-large double bed,False,False,True,23,5,2025-02-02
Fairfield Inn by Marriott New York Manhattan/Financial District,US$775,7.8,Good,3621,3.0,,,King Room,1 extra-large double bed,True,True,False,23,5,2025-02-02
Da Vinci Hotel,US$754,7.4,Good,1467,3.0,,9.4,Standard Queen Room,1 large double bed,False,True,False,23,5,2025-02-02
Hyatt House New York/Chelsea,"US$1,230",8.4,Very good,1735,3.0,,9.5,Den King Room,1 extra-large double bed,True,False,True,23,5,2025-02-02
"The Mayfair Hotel Times Square, Ascend Hotel Collection","US$1,012",8.6,Fabulous,1895,3.0,,9.6,Deluxe Double Room - Non Smoking,1 double bed,False,True,False,23,5,2025-02-02
Romer Hell's Kitchen,"US$1,368",8.6,Fabulous,2423,4.0,,9.5,Deluxe King,1 extra-large double bed,False,True,False,23,5,2025-02-02
Grayson Hotel,"US$1,743",8.5,Very good,1053,4.0,,9.5,King Room - High Floor,1 extra-large double bed,False,True,False,23,5,2025-02-02
"The Cloud One New York-Downtown, by the Motel One Group",US$964,8.6,Fabulous,6371,4.0,,9.4,Standard King Room,1 extra-large double bed,False,True,False,23,5,2025-02-02
Henn na Hotel New York,"US$1,120",8.6,Fabulous,3295,4.0,,9.5,Handicap Accessible Room,1 extra-large double bed,False,True,False,23,5,2025-02-02
Home2 Suites By Hilton New York Times Square,"US$1,157",7.7,Good,1213,3.0,,9.5,Queen Studio Suite,1 large double bed,True,False,True,23,5,2025-02-02
SpringHill Suites by Marriott New York Manhattan Chelsea,"US$1,160",8.3,Very good,10938,4.0,,9.4,Studio King Room,Entire studio•1 bedroom•1 bathroom•19m²,True,True,True,23,5,2025-02-02
Cambria Hotel New York - Chelsea,"US$1,248",7.9,Good,4004,4.0,,,Queen Room with Two Queen Beds,2 large double beds,False,True,False,23,5,2025-02-02
The Gotham Hotel,"US$1,417",8.5,Very good,1709,4.0,,9.5,Metro king,1 extra-large double bed,False,False,True,23,5,2025-02-02
The Herald by LuxUrban,US$892,7.7,Good,8944,3.0,,9.6,Deluxe King Room - Non-Smoking,1 extra-large double bed,False,False,True,23,5,2025-02-02
Hotel 57 by LuxUrban,US$862,7.0,Good,5033,4.0,,,Double Room - Non-Smoking,1 double bed,False,False,True,23,5,2025-02-02
American Dream Guest House,"US$1,053",6.8,Review score,13,,,,Double Room with Shared Bathroom,1 double bed,False,False,True,23,5,2025-02-02
Hampton Inn by Hilton New York Times Square,"US$1,219",7.8,Good,2429,3.0,,9.5,King Bed with City View,1 extra-large double bed,True,False,True,23,5,2025-02-02
Hilton Garden Inn New York Manhattan Midtown East,US$948,7.4,Good,1364,3.0,,,King Room with Roll-In Shower - Mobility and Hearing Access,1 extra-large double bed,False,False,True,23,5,2025-02-02
Delta Hotels by Marriott New York Times Square,"US$1,008",7.8,Good,4182,4.0,,,King Room,1 extra-large double bed,False,False,True,23,5,2025-02-02
Chambers powered by Sonder,"US$1,487",8.1,Very good,685,4.0,,9.6,Queen Room,1 large double bed,False,False,True,23,5,2025-02-02
NoMo SoHo,"US$1,346",7.7,Good,1408,4.0,,,Classic Queen,1 large double bed,False,False,True,23,5,2025-02-02
Hotel Hayden New York,US$951,7.1,Good,3146,4.0,,,Superior King Room,1 extra-large double bed,False,True,True,23,5,2025-02-02
Hotel Stanford,US$964,7.9,Good,134,3.0,,9.5,Deluxe Queen Room,1 double bed,True,True,True,23,5,2025-02-02
"The New Yorker, A Wyndham Hotel","US$1,008",7.7,Good,15625,4.0,,9.4,Standard Queen Room with View,1 large double bed,False,True,True,23,5,2025-02-02
Freehand New York,"US$1,022",8.0,Very good,2236,4.0,,,Premium Queen,1 large double bed,False,True,True,23,5,2025-02-02
Pod 51,US$693,7.9,Good,11275,3.0,,9.3,Standard Bunk Bed Room with Shared Bathroom,2 single beds,False,True,False,23,5,2025-02-02
Courtyard by Marriott New York Manhattan/Central Park,"US$1,447",8.2,Very good,5517,4.0,,9.5,King or Queen Room with City View,1 large double bed,False,True,False,23,5,2025-02-02
citizenM New York Bowery,"US$1,262",8.7,Fabulous,3312,4.0,,,King Room,1 extra-large double bed,False,True,True,23,5,2025-02-02
La Quinta by Wyndham Time Square South,"US$1,040",8.5,Very good,4315,3.0,,9.3,King Room - Non-Smoking,1 extra-large double bed,True,True,False,23,5,2025-02-02
TownePlace Suites by Marriott New York Manhattan/Chelsea,"US$1,157",8.2,Very good,7525,4.0,,9.4,King Studio,Entire studio•1 bathroom•19m²,True,True,True,23,5,2025-02-02
Hilton Club The Central at 5th New York,"US$1,686",9.0,Superb,802,3.0,,9.8,King Studio,1 extra-large double bed,False,False,True,23,5,2025-02-02
Life Hotel New York,"US$1,042",8.0,Very good,801,4.0,,9.4,Standard King Room,1 extra-large double bed,False,True,True,23,5,2025-02-02
Pod Times Square,US$938,8.2,Very good,23069,3.0,,9.4,Queen Pod,1 large double bed,False,True,False,23,5,2025-02-02
Executive Hotel Le Soleil New York,"US$1,469",8.6,Fabulous,4532,4.0,,9.5,Executive Queen Room,1 large double bed,False,True,True,23,5,2025-02-02
"voco Times Square South New York, an IHG Hotel","US$1,152",8.1,Very good,3797,4.0,,,Standard Room with Full Bed and Tub - Mobility Accessible,1 double bed,False,True,False,23,5,2025-02-02
SpringHill Suites by Marriott New York Manhattan/Times Square South,"US$1,243",8.2,Very good,7736,4.0,,,Queen Room - Non-Smoking,1 large double bed,True,True,False,23,5,2025-02-02
Leon Hotel LES,US$955,8.0,Very good,2563,3.0,,,Deluxe King Room,1 extra-large double bed,False,True,False,23,5,2025-02-02
Motto by Hilton New York City Chelsea,"US$1,361",8.5,Very good,3142,4.0,,9.4,King Room,1 extra-large double bed,False,True,False,23,5,2025-02-02
Courtyard New York Downtown Manhattan/Financial District,US$856,7.7,Good,2167,3.0,,,"Guest room, 1 King, City view",1 extra-large double bed,False,True,False,23,5,2025-02-02
Hyatt Place New York Chelsea,"US$1,187",7.9,Good,17999,4.0,,,King Room,1 extra-large double bed,True,True,False,23,5,2025-02-02
DoubleTree by Hilton Hotel New York City - Chelsea,US$994,7.1,Good,3603,4.0,,,King Room - Non-Smoking,1 extra-large double bed,False,True,False,23,5,2025-02-02
Hotel St. James,US$811,8.1,Very good,3207,2.0,,9.7,One Full Bed Room,1 double bed,False,False,True,23,5,2025-02-02
SoHo 54,US$825,7.6,Good,3959,3.0,,,SoHo King,1 extra-large double bed,False,True,False,23,5,2025-02-02
citizenM New York Times Square,"US$1,329",8.7,Fabulous,3998,4.0,,9.6,King Room,1 extra-large double bed,False,True,True,23,5,2025-02-02
Hilton Club The Quin New York,"US$1,556",8.9,Fabulous,1965,3.0,,9.7,King Studio Plus,1 extra-large double bed,False,True,False,23,5,2025-02-02
Millennium Hotel Broadway Times Square,"US$1,292",7.4,Good,7887,4.0,,9.4,Queen Room with Bath Tub - Hearing/Mobility Accessible,1 large double bed,False,True,False,23,5,2025-02-02
LUMA Hotel - Times Square,"US$1,703",8.9,Fabulous,4175,4.0,,9.7,Urban Room With Two Queen Beds,2 large double beds,False,True,False,23,5,2025-02-02
"Kimpton Theta New York - Times Square, an IHG Hotel","US$1,284",8.1,Very good,1490,5.0,,,King Room,1 extra-large double bed,False,True,False,23,5,2025-02-02
Sixty LES,"US$1,456",7.7,Good,848,4.0,,,Queen Studio,1 large double bed,False,True,False,23,5,2025-02-02
DoubleTree by Hilton New York Downtown,US$861,7.5,Good,3932,4.0,,,King Room,1 extra-large double bed,False,False,True,23,5,2025-02-02
CIVILIAN Hotel,"US$1,422",8.6,Fabulous,4735,4.0,,9.6,Twin Room,2 single beds,False,True,True,23,5,2025-02-02
Royalton New York,"US$1,173",7.5,Good,3093,4.0,,9.4,Room Assigned on Arrival,1 double bed,False,False,True,23,5,2025-02-02
Aura Hotel Times Square Newly Renovated,"US$1,136",7.6,Good,447,4.0,,9.3,Standard Full,1 single bed,False,False,True,23,5,2025-02-02
Hotel Belleclaire Central Park,"US$1,535",8.1,Very good,5084,4.0,,9.3,Deluxe 1 King Bed,1 extra-large double bed,True,True,False,23,5,2025-02-02
M Social Hotel Times Square New York,"US$1,441",8.4,Very good,11794,4.0,,9.6,Social City View King,1 extra-large double bed,False,False,True,23,5,2025-02-02
W New York - Times Square,"US$1,746",7.9,Good,1372,4.0,,9.3,"Wonderful Guest room, 1 King, City view",1 extra-large double bed,False,True,False,23,5,2025-02-02
The Dominick Hotel,"US$3,098",8.7,Fabulous,1143,5.0,,9.4,Skyline View King Room,1 extra-large double bed,False,True,True,23,5,2025-02-02
Virgin Hotels New York City,"US$1,789",8.3,Very good,1418,4.0,,,Chamber King ADA,1 extra-large double bed,False,True,True,23,5,2025-02-02
The Belvedere Hotel,"US$1,031",7.9,Good,5919,3.0,,9.4,Double Room with Two Double Beds - Disability Access,2 double beds,False,True,True,23,5,2025-02-02
Four Points by Sheraton Manhattan SoHo Village,US$939,7.9,Good,890,3.0,,,"Guest Room, 1 King",1 extra-large double bed,False,True,False,23,5,2025-02-02
Nolitan Hotel SoHo - New York,"US$1,113",7.8,Good,1512,4.0,,,Deluxe Queen Room,1 large double bed,False,True,True,23,5,2025-02-02
"Hotel Indigo NYC Financial District, an IHG Hotel","US$1,096",8.8,Fabulous,1540,3.0,,9.5,Standard King Room,1 extra-large double bed,False,False,True,23,5,2025-02-02
The Shelburne Sonesta New York,"US$1,246",8.3,Very good,2249,4.0,,,Queen Room,1 large double bed,False,True,False,23,5,2025-02-02
Hyatt Place New York City - Times Square,"US$1,288",7.8,Good,21903,4.0,,,Standard King Room with Sofa Bed,"2 beds (1 extra-large double, 1 sofa bed)",True,True,False,23,5,2025-02-02
The Hotel at Fifth Avenue,US$916,7.9,Good,3636,3.0,,9.4,Deluxe Queen Room,1 large double bed,False,True,True,23,5,2025-02-02
Margaritaville Resort Times Square,"US$1,202",8.5,Very good,3914,4.0,,9.5,Standard Room one queen Bed,1 large double bed,False,True,True,23,5,2025-02-02
Park Central,"US$1,708",7.3,Good,7464,4.0,,9.4,Deluxe Two Queen Room,2 large double beds,False,True,True,23,5,2025-02-02
Courtyard by Marriott New York Manhattan/Chelsea,"US$1,440",8.2,Very good,1627,4.0,,9.3,King Room,1 extra-large double bed,False,True,False,23,5,2025-02-02
"Hotel 50 Bowery, part of JdV by Hyatt","US$1,241",8.5,Very good,961,4.0,,,King Room,1 extra-large double bed,False,True,False,23,5,2025-02-02
Doubletree By Hilton New York Times Square West,"US$1,076",6.8,Review score,11271,4.0,,,One King Bed Hearing Accessible,1 extra-large double bed,False,False,True,23,5,2025-02-02
Fairfield Inn & Suites by Marriott New York Manhattan/Chelsea,"US$1,077",8.0,Very good,1042,3.0,,,King Room,1 extra-large double bed,True,True,False,23,5,2025-02-02
TRYP by Wyndham New York City Times Square - Midtown,"US$1,026",7.4,Good,2719,4.0,,,King Room with Bath Tub - Mobility Accessible,,False,True,True,23,5,2025-02-02
Pestana CR7 Times Square,"US$1,021",8.6,Fabulous,2569,4.0,,,Comfort Room,1 large double bed,False,True,True,23,5,2025-02-02
Aloft New York Chelsea,"US$1,086",8.3,Very good,158,4.0,,,King Room,1 extra-large double bed,False,False,True,23,5,2025-02-02
Hotel AKA NoMad,"US$1,602",8.3,Very good,663,4.0,,9.3,Double Room,1 large double bed,False,False,True,23,5,2025-02-02
Moxy NYC Lower East Side,"US$1,454",8.0,Very good,1241,4.0,,,King Room  - No View,1 extra-large double bed,True,False,True,23,5,2025-02-02
Residence Inn by Marriott New York Manhattan/Times Square,"US$1,658",8.1,Very good,6945,4.0,,9.6,King Studio with Sofa Bed,Entire studio•1 bathroom•30m²,True,False,True,23,5,2025-02-02
The Gregorian New York City,"US$1,790",8.3,Very good,1085,4.0,,9.4,King Room,1 extra-large double bed,False,True,True,23,5,2025-02-02
Hyatt Centric Times Square New York,"US$1,646",8.4,Very good,1386,4.0,,9.5,King Room,1 extra-large double bed,False,False,True,23,5,2025-02-02
Renaissance New York Chelsea Hotel,"US$1,709",8.1,Very good,1198,4.0,,,"Guest room, 2 Double",2 double beds,False,True,False,23,5,2025-02-02
"Kimpton Hotel Eventi, an IHG Hotel","US$1,819",8.4,Very good,507,5.0,,,King Room with City View,1 extra-large double bed,False,False,True,23,5,2025-02-02
Shoreham Hotel,US$923,7.3,Good,3278,4.0,,9.4,Deluxe Queen Room,1 large double bed,False,False,True,23,5,2025-02-02
Park Lane New York,"US$2,279",7.9,Good,5019,5.0,,9.6,City View King,1 extra-large double bed,False,False,True,23,5,2025-02-02
Hilton Garden Inn New York Times Square South,"US$1,094",8.2,Very good,4032,3.0,,,King Room with Roll-In Shower - Mobility/Hearing Accessible,1 extra-large double bed,False,False,True,23,5,2025-02-02
The Evelyn NoMad,"US$1,672",8.4,Very good,2553,5.0,,9.4,Superior Queen Room,1 large double bed,True,True,False,23,5,2025-02-02
"Holiday Inn Manhattan 6th Ave - Chelsea, an IHG Hotel",US$795,7.6,Good,3045,4.0,,,Standard Queen Room with Communications Accessible Roll-In Shower,1 large double bed,False,False,True,23,5,2025-02-02
"The Historic Blue Angel Hotel Lexington Ave, Ascend Hotel Collection","US$1,027",8.7,Fabulous,1175,3.0,,9.5,Queen Room - Non-Smoking,1 large double bed,False,True,False,23,5,2025-02-02
The Blakely by LuxUrban,US$945,7.4,Good,5996,,,9.4,King Room - Non-Smoking,1 extra-large double bed,False,False,True,23,5,2025-02-02
